id,names,descriptions,titles,research,background,keywords,links,gs_names,affiliation,scholar_id,cited_by,url_pic,email_domain
168,"Luo, Lannan ","Assistant Professor, Computer Science and Engineering",Faculty,"['Sofware and Systems Security, Mobile Security, Software Engineering, Programming Language, Deep Learning'],['https cse . sc . edu lluoProfessor Luo s research mainly focuses on software and systems security , including mobile security , IoT security , malware analysis , vulnerability analysis , programming languages , software engineering , and deep learning .']","

Ph.D., Pennsylvania State University (2017)
M.S., University of Electronic Science and Technology of China (2012)
B.S., Xidian University (2009)

 
","[""university"",""security"",""software"",""analysis""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/lannanluo.php,Lannan (Lisa) Luo,"Department of Computer Science and Engineering, University of South Carolina",JPXjw04AAAAJ,480.0,https://scholar.google.com/citations?view_op=medium_photo&user=JPXjw04AAAAJ,@cse.sc.edu
169,"Lyons, Jed ",Senior Associate Dean for Academic Affairs,Faculty,"['Jed S. Lyons'],['As the Senior Associate Dean for Academic Affairs , Dr . Lyons directs undergraduate recruitment , retention , and graduation activities . He provides college oversight for academic programs at all levels , manages academic resources and assessment services , directs K 12 outreach activities , and is part of the college s communications and marketing team . His research includes engineering education and engineering materials . Jed Lyons received his PhD in Mechanical Engineering from the Georgia Institute of Technology . In 1990 , he joined the University of South Carolina as an Assistant Professor in the Department of Mechanical Engineering , where he advanced to full Professor and served as Mechanical Engineering Undergraduate Director . In 2004 , he helped create a university wide Center for Teaching Excellence , where he served as the first Faculty Director from 2006 to 2012 . Lyons was appointed as the Associate Dean for Academic Affairs in the College of Engineering and Computing in 2012 and promoted to Senior Associate Dean in 2017 . Lyons was elected as a Fellow of the American Society for Engineering Education ASEE in 2009 . He was a founding member of the K 12 Engineering Division of ASEE , and has served as Chair and Executive Committee member of this Division . Lyons has also served the Mechanical Engineering Division of ASEE as Executive Committee Member , Secretary , Program Chair , and Division Chair . Lyons scholarship in the areas of mechanical engineering and engineering education includes over 8M in funded research and implementation projects . He has mentored over 200 research assistants , teaching assistants , teaching fellows and K 12 teacher researchers . In addition to ASEE Fellow status , Lyons works as an engineering educator has been recognized with Georgia Tech s Outstanding Young Alumni award 1996 . UofSC awards include the Michael J . Mungo Undergraduate Teaching award 2003 , Bedenbach Distinguished Service award 2006 , Litman Distinguished Professor award 2004 , and Educational Foundation Award for Outstanding Faculty Service 2019 . Lyons is a registered Professional Engineer in the State of South Carolina .']","As the Senior Associate Dean for Academic Affairs, Dr. Lyons directs undergraduate
                                 recruitment, retention, and graduation activities. He provides college oversight for
                                 academic programs at all levels, manages academic resources and assessment services,
                                 directs K-12 outreach activities, and is part of the college’s communications and
                                 marketing team. His research includes engineering education and engineering materials.
                              ","[""engineering"",""lyons"",""academic""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/lyons_jed.php,Jed S. Lyons,University of South Carolina,_tWytAsAAAAJ,2109.0,https://scholar.google.com/citations?view_op=medium_photo&user=_tWytAsAAAAJ,@sc.edu
171,"Mandal, Krishna","Professor, Electrical Engineering",Faculty,"['Krishna C Mandal'],['SwearingenRoom 3A38301 Main StreetColumbia , SC 29208']",,"[""swearingenroom"",""main"",""streetcolumbia""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mandalkrishna.php,Krishna C Mandal,"Department of Electrical Engineering, University of South Carolina, Columbia, SC 29208 …",C42R3M4AAAAJ,3646.0,https://scholar.google.com/citations?view_op=medium_photo&user=C42R3M4AAAAJ,@cec.sc.edu
172,"Matolak, David","Professor, Electrical Engineering",Faculty,"['SwearingenRoom 3A28301 Main StreetColumbia , SC 29208']",,"[""main"",""streetcolumbia"",""swearingenroom""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/matolakdavid.php,,,,,,
173,"Matta, Fabio","Graduate Director, Civil and Environmental Engineering",Faculty,"['Dr . Matta s team conducts experimental and theoretical research on construction materials and their structural performance , ranging from affordable and high quality earth masonry to advanced cement and polymer matrix composites , with an emphasis on extreme stressors . Areas of interest include affordable and high quality dwelling structures for hazard mitigation strengthening and repair of civil structures multi scale and multi functional reinforcement for cement composites and concrete load testing , monitoring and assessment of constructed facilities and corrosion in steel and concrete structures . Research sponsors include the National Science Foundation , the US Department of Energy , the National Institute of Standards and Technology , and industry .']",,"[""structures"",""concrete"",""research"",""quality"",""include"",""multi""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/matta_fabio.php,,,,,,
174,"Matthews, Catherine","Instructor, Computer Science & Engineering",Faculty,['Instructor for CSCE 101 and 102 classes .'],,"[""classes"",""instructor"",""csce""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/catherinematthews.php,,,,,,
175,"Matthews, Manton M","Professor, Computer Science & Engineering ",Staff,"['Graph Theory, Security, Natural language processing'],['Professor Matthews research interests include natural language processing , ontologies , parallel processing , and graph theory . His research was originally in graph theory and in particular K1 , 3 free clawfree graphs . Then as a young Assistant Professor in Computer Science there was a redirection from graph theory to more main stream computer science topics . The first areas were parallel algorithms and functional programming . The functional programming through some joint conferences led to artificial intelligence and in particular intelligent user interfaces and natural language processing . The interest in knowledge representation for natural language processing led to the research in ontologies . Finally , working with Dr . Chin Tser Huang , and our research group has led to several publications in protocols for wireless security .']","
Ph. D., University of South Carolina (1980)
M. S., (Computer Science), University of South Carolina (1980)
M. S., University of South Carolina (1977)
B. S., University of South Carolina (1972) 
","[""south"",""research"",""led"",""university"",""processing"",""carolina""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mantonmatthews.php,Manton Matthews,"Professor of Computer Science,  University of South Carolina",VRF_3FsAAAAJ,1215.0,https://scholar.google.com/citations?view_op=medium_photo&user=VRF_3FsAAAAJ,@sc.edu
176,"Matthews, Michael A.",Associate Vice President for Research | Senior Associate Dean for Research and Graduate Programs,Faculty,"['Professor Mike Matthews obtained his Ph . D . in 1986 from Texas A M University . He joined the University of South Carolina in 1994 . He teaches and conducts research in the broad field of thermodynamics , with projects related to hydrogen storage in chemical hydrides , biomedical engineering , and green chemistry . He has raised over 10M in research funding and has published approximately 70 journal papers . He has served as department chair , associate dean , and chair of the Industrial and Engineering Chemistry Division of the American Chemical Society ACS . Currently he serves on the Committee on Environmental Improvement of ACS . He is a Fellow both of the American Chemical Society and the American Institute of Chemical Engineers . Two major research thrusts are underway in his group . The first deals with applications of supercritical carbon dioxide for biomedical applications . Funding from the National Institute of Biomedical Imaging and Bioengineering has focused on development of novel technology for sterilization and disinfection of synthetic and natural biomaterials . Funding from the National Institute of Environmental Health Sciences is aimed at abatement of indoor allergenic proteins and other respiratory hazards . Dr . Matthews founded CarboNix LLC with the aid of three SBIR grants from the NIEHS . The second thrust is in utilization of chemical hydrides as a hydrogen storage medium , with application in PEM fuel cells . Funding from NSF and DOE has led to expanded understanding of the role of deliquescence in the reaction between water vapor and sodium borohydride . In addition , improved understanding of the hydration states of the reaction products is important in decreasing the total water utilization in this reaction .']",,"[""chemical"",""funding"",""american"",""biomedical"",""institute""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/matthews.php,,,,,,
178,"McAnally, A. Steve",Associate Professor,Faculty,"['Dr . McAnally s research interests focus on water and wastewater treatment , particularly appropriate technology applications for developing communities . Recent research projects include optimization studies for potable water production using low cost portable water treatment units . Other research areas include water treatment for heavy metals removal and corrosion control , industrial waste minimization , constructed wetland applications for industrial and municipal wastewater treatment and education reform in civil and environmental engineering .']","Dr. McAnally's research interests focus on water and wastewater treatment, particularly
                                 appropriate technology applications for developing communities. Recent research projects
                                 include optimization studies for potable water production using low-cost portable
                                 water treatment units. Other research areas include water treatment for heavy metals
                                 removal and corrosion control, industrial waste minimization, constructed wetland
                                 applications for industrial and municipal wastewater treatment and education reform
                                 in civil and environmental engineering.
                              ","[""water"",""treatment"",""research""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mcanally_steve.php,,,,,,
179,"McCants, Dale ","Instructor, Mechanical Engineering",Faculty,"['Dr . McCants research interests include nanofluids heat transfer mechanics , electronics thermal management , experimental and computational fluid dynamics with heat transfer .']","Dr. McCants research interests include nanofluids heat transfer mechanics, electronics
                                    thermal management, experimental and computational fluid dynamics with heat transfer.","[""transfer"",""nanofluids"",""electronics"",""heat"",""computational"",""interests""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mccants_dale.php,,,,,,
184,"McNeill, Stephen ","Associate Professor, Mechanical Engineering",Faculty,"['Dr . McNeill s research and interests include computer vision , digital image correlation , microprocessors , experimental mechanics and reverse engineering .']","Dr. McNeill's research and interests include computer vision, digital image correlation,
                                    microprocessors, experimental mechanics and reverse engineering.","[""engineering"",""mechanics"",""reverse"",""interests"",""research"",""microprocessors"",""computer""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mcneill_steven.php,,,,,,
186,"Meekins, Benjamin H.",Research Assistant Professor,Faculty,"['Solar energy, hydrogen generation, solid state electrochemistry, electrochemistry, photoelectrochemistry'],['Dr . Meekins has a background in photovoltaics , solar fuel conversion , and catalysis . As a member of the Chemical Engineering department at the University of South Carolina , his research interests include the synthesis of new candidate photovoltaic materials , photocatalytic splitting of water into hydrogen and oxygen , remediation of carbon dioxide to high value products via solar assisted pathways , and single particle reaction kinetics and catalysis to aid fundamental understanding of catalytic processes . Maximilian B . Gorensek , Benjamin Meekins , Hector Colon Mercado , John Weidner . Parametric study of operating conditions of an SO2 depolarized electrolyzer . Int . J . of Hydrogen Energy . 2020 , 45 43 , 22408 22418 . B . H . Meekins , Anthony B . Thompson , Varsha Gopal , Bahareh A Tavakoli Mehrabadi , Mark C Elvington , Prabhu Ganesan , Ty A . Newhouse Illige , Adam W . Sheperd , Lawrence E . Scipioni , James A . Greer , John C Weiss , John W Weidner , Hector ColonMercado . In situ and ex situ comparison of the electrochemical oxidation of SO2 on carbon supported Pt and Au catalysts . Int . J . of Hydrogen Energy . 2020 , 45 3 , 1940 1947 . Kennedy , A . , Meekins , B . Combustion synthesis and photoelectrochemical characterization of gallium zinc oxynitrides . J . Mat . Res . 2018 , 33 23 , 3971 3978 . DOI 10 . 1557 jmr . 2018 . 402']",,"[""john"",""meekins"",""catalysis"",""hydrogen""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/meekinsben.php,Benjamin H. Meekins,"Research Assistant Professor, Univ. of South Carolina",voUtgfAAAAAJ,397.0,https://scholar.google.com/citations?view_op=medium_photo&user=voUtgfAAAAAJ,@mailbox.sc.edu
187,"Mobli, Mostafa",Instructor,Faculty,"['Interested in numerical solutions to problems involving reactive flows and heat transfer . Focused on developing new numerical methods and applying previously developed methods to analyze a wide range of fluid flow and heat transfer applications . Specially focused on continuous methods to simulate phase change on a micro nano scale used in various cooling industries , and thermal analysis of glow discharge to show importance of an accurate temperature analysis in glow discharge simulations .']","Interested in numerical solutions to problems involving reactive flows and heat transfer.
                                 Focused on developing new numerical methods and applying previously developed methods
                                 to analyze a wide range of fluid flow and heat transfer applications. Specially focused
                                 on continuous methods to simulate phase change on a micro/nano scale used in various
                                 cooling industries, and thermal analysis of glow discharge to show importance of an
                                 accurate temperature analysis in glow discharge simulations.
                              ","[""heat"",""analysis"",""glow"",""methods"",""transfer"",""focused"",""discharge""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mostafamobli.php,,,,,,
188,"Monnier, John R.","Professor, Chemical Engineering",Faculty,"['Swearingen Engineering CenterRoom 3C04301 Main StreetColumbia , SC 29208Ph . D . , University of Wisconsin Milwaukee , 1978M . S . , University of Wisconsin Milwaukee , 1972B . S . , St . Ambrose University , 1970My research group focuses on heterogeneous catalysis , ranging from rational catalyst design and synthesis to characterization and evaluation . Current interests are in the design and synthesis of novel bimetallic catalysts for the selective transformation of hydrocarbons to higher value chemicals and for higher output PEM fuel cells . Bimetallic catalysts afford great opportunities for changing performance , either by changing the catalyst surfaces into ensembles of catalytic sites that permit only selected reaction pathways , modifying the electronic properties of the catalytic surface sites , or by introducing bifunctionality to the active surface by placing different catalytic metals in contiguous proximity . Bimetallic catalyst synthesis is often carried out by either simultaneous co impregnation of both metal salts onto the catalyst support or by successive steps of metal salt addition . For either of these preparative methods , it is virtually impossible to ensure formation of only bimetallic particles rather , formation of separate metallic particles of both metals can and does occur . Thus , it is very difficult to characterize such catalytic systems , and even more difficult to correlate catalyst performance with bimetallic catalyst composition . Our laboratory uses electroless deposition ED , whereby a controlled chemical reaction is used to deposit a metal salt onto a catalytic metal site that has been activated by a reducing agent . The process may be either catalytic deposition of the metal salt metal A from solution onto the pre existing metal metal B on the support or autocatalytic deposition of the metal salt metal A onto the just reduced , deposited metal metal A , depending on the nature of the activated metal site and the reducing agent . In principle , ED should result in the selective deposition of the secondary metal onto a metallic surface with no formation of isolated crystallites of the secondary metal on the catalyst support . Perhaps most importantly , ED is an industrially relevant process that can be applied to a wide range of metals . We have prepared a large number of bimetallic catalysts using electroless deposition . Those supported on carbon , such as Pt Co , Pt Pd , and Pt Rh have been tested as electrocatalysts for PEM fuel cells , while silica supported compositions such as Ag Pt , Au Pd , and Cu Pd have been evaluated for traditional catalytic reactions such as selective epoxidation of olefins , selective oxidation of biomass molecules such as glycerol , and selective hydrogenation of multi functional olefins . Reactions are conducted in either automated , single pass plug flow reactors six in all or two high pressure batch or stirred tank reactors . Our research projects are currently funded by NSF , DOE , and several industrial companies .']",,"[""metal"",""catalyst"",""catalytic"",""deposition""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/monnierjohn.php,,,,,,
190,"Morehouse, Jeff ",Associate Professor Emeritus,Faculty,"['Dr . Morehouse and his students have investigated a broad range of thermodynamic heat engine applications , ranging from space based fuel cell power systems to ground coupled heat pumps to phase change storage systems . Dr . Morehouse has long been associated with solar energy system design and analysis and is currently involved in a conventional HVAC control project and with evaporative system applications in humid climates .']","Dr. Morehouse and his students have investigated a broad range of thermodynamic heat
                                    engine applications, ranging from space-based fuel cell power systems to ground-coupled
                                    heat pumps to phase change storage systems. Dr. Morehouse has long been associated
                                    with solar energy system design and analysis and is currently involved in a conventional
                                    HVAC control project and with evaporative system applications in humid climates.","[""heat"",""systems"",""applications"",""morehouse"",""system""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/morehouse_jeff.php,,,,,,
191,"Moss, Melissa Ann",Department Chair of Chemical Engineering,Faculty,"['Swearingen301 Main StreetRoom 3C15Columbia , SC 29208Professor Moss s research focuses on the involvement of protein aggregation in Alzheimer s disease . One hallmark of Alzheimer s disease is the senile plaques that accumulate in the brain where they are associated with neuronal loss and in the cerebrovasculature where they may perpetuate stoke . These plaques are composed primarily of the amyloid protein A . A aggregates into fibrils that deposit to yield plaques . Consequently , inhibition of A aggregation has emerged as one therapeutic approach for Alzheimer s disease . The focus of our research is to understand this aggregation process and to identify and characterize inhibitors that attenuate A aggregation . We utilize a myriad of biophysical techniques including chromatography , fluorescence spectroscopy , static and dynamic light scattering , Western blotting , dot blotting , electron microscopy , and atomic force microscopy . Furthermore , we seek to determine how various A aggregation products affect both neuronal and vascular cells . In particular , we are interested in Ab stimulation of neuronal apoptosis and endothelial inflammatory responses , including NF kB activation . Correlating changes in Ab aggregation with cellular effects will assist research efforts to design effective therapeutic agents for Alzheimer s disease therapy .']",,"[""aggregation"",""disease"",""alzheimer""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/moss.php,,,,,,
193,"Mullen, Robert L",Professor,Faculty,"['Room C118300 Main St . Columbia , SC 29208T Tr 1 00 pm 2 00 pm']",,"[""main"",""columbia"",""room""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mullen.php,,,,,,
194,"Mustain, William E","Professor, Chemical Engineering",Faculty,"['Electrocatalysis, Batteries, Synthesis, Electrochemical Engineering'],['Ph . D . Illinois Institute of Technology , 2006The overarching theme for all of the projects in the Mustain Laboratory for Electrocatalysts and Fuels m leaf is the design , characterization and implementation of electroactive materials in electrochemical systems . We use a wide variety of electrochemical and physical characterization techniques to explore chemistry property and structure property relationships , which allow us to propose next generation materials with a high level of success . In addition , these relationships help to advance the fundamental understanding of electrochemical processes and we use that knowledge to develop critical components of the 21st century energy portfolio including batteries , fuel cells , electrolyzers , reactors for electrochemical synthesis , and systems for CO2 spearation and utilization .']",,"[""electrochemical"",""systems"",""materials"",""use"",""characterization"",""property""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/mustainwilliam.php,William E. Mustain,University of South Carolina,bJrvj70AAAAJ,6285.0,https://scholar.google.com/citations?view_op=medium_photo&user=bJrvj70AAAAJ,@mailbox.sc.edu
197,"Nelakuditi, Srihari","Professor, Computer Science & Engineering",Faculty,"['Computer Networking, Wireless Networking, Mobile Computing'],['Professor Nelakuditi s research interests are in the areas of mobile computing , wireless networking , and Internet routing .']","
Ph. D., University of Minnesota, Minneapolis (2001)
M. Tech., Indian Institute of Technology, Madras (1991)
B. E., Andhra University, Visakhapatnam (1989)
","[""university"",""routing"",""computing"",""indian"",""madras"",""professor"",""nelakuditi""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/sriharinelakuditi.php,Srihari Nelakuditi,University of South Carolina,wEaHHWIAAAAJ,4256.0,https://scholar.google.com/citations?view_op=medium_photo&user=wEaHHWIAAAAJ,@cse.sc.edu
198,"Nezhad, Cyrus Riahi",Senior Instructor,Faculty,"['300 Main Street Room A 113Columbia , SC , 29208Dr . Riahi Nezhad s broad areas of specialization are based on innovative combinations of fluid mechanics , separation science , and heterogeneous catalysis . These include 1 Separations enhanced by electric fields including electro mixing , drop electro coalescence with applications in biofuel production , radioactive waste treatment , and tannery waste water treatment , 2 High liquid flow in packed towers for optimal gas liquid phase interaction , 3 Synthesis and characterization of mesoporous heterogeneous catalysts for oxidative destruction of volatile organic compounds with applications in automotive exhaust emission control , 4 Application of nano catalysts for hydrogen production using water gas shift reaction , 5 Gas engine driven air conditioning GEDAC for heating and cooling , 6 Hydraulic and fluid mechanics utilizing experimental and numerical analyses with applications that include flow through a breached levee and during levee closure .']","Dr. Riahi-Nezhad’s broad areas of specialization are based on innovative combinations
                                 of fluid mechanics, separation science, and heterogeneous catalysis.  These include:
                                 1) Separations enhanced by electric fields including electro-mixing, drop electro
                                 coalescence with applications in biofuel production, radioactive waste treatment,
                                 and tannery waste water treatment, 2) High liquid flow in packed towers for optimal
                                 gas-liquid phase interaction, 3) Synthesis and characterization of mesoporous heterogeneous
                                 catalysts for oxidative destruction of volatile organic compounds with applications
                                 in automotive exhaust emission control, 4)  Application of nano-catalysts for hydrogen
                                 production using water-gas shift reaction, 5) Gas-engine driven air conditioning (GEDAC)
                                 for heating and cooling, 6)  Hydraulic and fluid mechanics utilizing experimental
                                 and numerical analyses with applications that include flow through a breached levee
                                 and during levee closure.
                              ","[""applications"",""treatment"",""flow"",""waste"",""heterogeneous"",""fluid"",""include"",""levee""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/nezhad.php,,,,,,
203,"O'Kane, Jason","Professor, Associate Chair of Academics, Computer Science & Engineering",Faculty,"['Robotics'],['Professor O Kane s research is in planning algorithms for robotics and autonomous systems . As robot technology becomes more practical , it becomes increasingly important to design robots that are suitable for domains that are unpredictable and inhospitable , while ensuring that the resulting systems are robust and inexpensive . Because sensing and uncertainty are central issues in robotics , it is essential to understand how to solve robotics problems when sensing is limited and uncertainty is great . Professor O Kane s interests span sensor based algorithmic robotics and related areas , including planning under uncertainty , artificial intelligence , computational geometry , sensor networks , and motion planning .']","
Ph. D., University of Illinois (2007)
M. S., University of Illinois (2005)
B. S., Taylor University (2001) 
","[""planning"",""robotics"",""university"",""uncertainty""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/jasonokane.php,Jason O'Kane,"Professor of Computer Science, University of South Carolina",ETFTMZMAAAAJ,1421.0,https://scholar.google.com/citations?view_op=medium_photo&user=ETFTMZMAAAAJ,@cse.sc.edu
204,"O'Reilly, James","Instructor, Computer Science and Engineering",Faculty,['James O Reilly teaches various undergraduate courses .'],,"[""courses"",""teaches"",""reilly"",""undergraduate"",""james"",""various""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/jamesoreilly.php,,,,,,
205,"Ortiz-Hernandez, Ivelisse","Instructor, Chemical Engineering College of Engineering and Computing",Faculty,"['Ph . D . , University of South Carolina , 2006B . Ch . E . , University of Puerto Rico , 2000Dr . Ortiz Hernandez background involves the study of heterogeneous catalytic systems under reaction conditions . Her research interest involves the development and characterization of new catalytic materials with applications in environmental and alternate energy systems . She is also interested in the use of analytical instrumentation techniques for the characterization of materials and the study of chemical reactions . Her experience involves the teaching and developing of new curriculums in the area of chemical engineering and chemical technology .']",,"[""involves"",""chemical"",""new"",""materials"",""catalytic""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/hernandez.php,,,,,,
206,"Pain, Christopher C.","Adjunct Professor, Mechanical Engineering",Faculty,"['Dr . Pain is a Professor in the department of Earth Science and Engineering at Imperial College London ICL , UK . He is also head of the Applied Computation and Modelling Group AMCG , which is the largest research grouping at ICL and comprises of about 60 research active scientists . AMCG specialises in the development and application of innovative and world leading modelling techniques for earth , engineering and biomedical sciences . The group has core research interests in numerical methods for ocean , atmosphere and climate systems , engineering fluids including multiphase flows , neutral particle radiation transport , coupled fluids solids modelling with discrete element methods , turbulence modelling , inversion methods , imaging , and impact cratering . He was honored by Imperial College London by winning its Research Excellence Award in 2010 , in recognition his world leading research . Dr . Pain s academic interests are in general Computational Fluid Dynamics including multi phase flow , oceanography and geophysical fluid dynamics , nuclear safety , optimisation , numerical research , including parallel solution techniques , recurrent and feed forward neural networks , a priori error measures and mesh adaptivity , discretization techniques , resolution of linear and non linear equations , non linear dynamics , numerical shape description and differential geometry . He is the original author of general purpose parallel Computational Fluid Dynamics code Fluidity a foundation of the majority of his research activities and key to this proposal , with mesh adaptive multi phase and ocean modelling features . Inverse modelling has included anisotropic electrical inversion , 3D seismic inversion and inversion of transient 3 D coastal flows using the adjoint method . He has authored over 133 journal publications , 2 book chapters , 1 patent , graduated 34 PhD students and completed 41 industry and research council grants .']","Dr. Pain is a Professor in the department of Earth Science and Engineering at Imperial
                                 College London (ICL), UK. He is also head of the Applied Computation and Modelling
                                 Group (AMCG), which is the largest research grouping at ICL and comprises of about
                                 60 research active scientists. AMCG specialises in the development and application
                                 of innovative and world leading modelling techniques for earth, engineering and biomedical
                                 sciences. The group has core research interests in numerical methods for ocean, atmosphere
                                 and climate systems, engineering fluids including multiphase flows, neutral particle
                                 radiation transport, coupled fluids-solids modelling with discrete element methods,
                                 turbulence modelling, inversion methods, imaging, and impact cratering. He was honored
                                 by Imperial College London by winning its Research Excellence Award in 2010, in recognition his world-leading research.
                              ","[""research"",""modelling"",""methods"",""engineering"",""london""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/c_pain.php,,,,,,
207,"Patel, Chandrashekhar","Research Associate Professor, School of Medicine, Biomedical Engineering",Faculty,"['School of Medicine Bldg 1 Room B 34 6439 Garners Ferry Road Columbia , SC 29209Dr . Patel s research interests include molecular regulation of vascular endothelial and smooth muscle cells .']",,"[""interests"",""muscle"",""include"",""smooth"",""patel"",""bldg"",""road"",""molecular"",""ferry""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/patel.php,,,,,,
209,"Paul, Titan C.","Instructor, Department of Mechanical Engineering",Faculty,"['Dr . Paul s research interest includes Energy storage liquid for solar technologies , Heat transfer with phase change , Numerical methods in conjugate heat and mass transfer problem , Thermal management of microelectronics , and Heat transfer and moisture migration problems in building environment .']","Dr. Paul’s research interest includes Energy storage liquid for solar technologies,
                                    Heat transfer with phase change, Numerical methods in conjugate heat and mass transfer
                                    problem, Thermal management of microelectronics, and Heat transfer and moisture migration
                                    problems in building environment.","[""heat"",""transfer"",""environment"",""migration"",""microelectronics""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/paul_titan.php,,,,,,
211,"Peters, Wally ","Distinguished Professor Emeritus, Mechanical Engineering",Faculty,['Dr . Peters research and interests include Complex Systems Study and Design .'],Dr. Peters' research and interests include Complex Systems Study and Design.,"[""design"",""complex"",""research"",""peters"",""interests"",""study""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/peters_wally.php,,,,,,
215,"Plante, Portia","Instructor, Computer Science and Engineering",Faculty,['Portia Plante teaches various undergraduate courses .'],,"[""teaches"",""courses"",""various"",""plante"",""undergraduate"",""portia""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/portiaplante.php,,,,,,
216,"Popov, Branko N.","Carolina Distinguished Professor, Chemical Engineering",Faculty,"['Swearingen Engineering CenterRoom 2C19301 Main StreetColumbia , SC 29208CV of Dr . PopovPopov s Readership WorldwidePh . D . , University of Zagreb , Croatia , 1972M . S . , University of Illinois , 1969B . S . , University Kiril and Metodij , Skopje , Macedonia , 1965']",,"[""university"",""croatia"",""engineering"",""kiril"",""zagreb"",""metodij""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/popovbranko.php,,,,,,
217,"Potts, Jay","Associate Professor, School of Medicine, Biomedical Engineering",Faculty,"['School of Medicine Bldg 1 Room C 50 6439 Garners Ferry Road Columbia , SC 29209The prevalence of congenital cardiac malformations places an extreme sociological and personal burden . There are a myriad of congenital cardiac defects but the majority involve a region known as the atrioventricular canal AV . The AV canal is responsible for the production of the AV valves and membranous portion of the interventricular septum . This is accomplished through a process known as epithelial mesenchymal cell transformation . Understanding how the early heart and in particular the AV canal is formed is critical to building the foundation for future therapeutic measures . Norris , RA , Potts , JD , Yost , MJ , Junor , L , Brooks , T , Tan , H , Hoffman , S , Hart , MM , Damon , B , Markwald , RR , Goodwin , RL . 2009 . Periostin promotes a fibroblastic lineage pathway in atrioventricular valve progenitor cells . Dev . Dyn . 238 1052 1063 .']",,"[""canal"",""cardiac"",""congenital"",""atrioventricular"",""known""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/potts.php,,,,,,
219,"Qian, Yu",Assistant Professor,Faculty,"['Dr . Yu Qian has been working on transportation geotechnics and railroad infrastructure related research , mainly focusing on heavy haul and transit track structures , high speed rails , pavements , geosynthetics , and discrete element simulation . He is currently serving as a committee member for three TRB Committees , two AREMA Committees , and the ASCE Rail Transportation Committee .']",,"[""transportation"",""committee"",""committees""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/qian_yu.php,,,,,,
220,"Ranson, Bill ","Distinguished Professor Emeritus, Mechanical Engineering",Faculty,"['Dr . Ranson s research and interests include scale invariant computer vision applications to the measurement of mechanical systems , mathematical modeling of mechanical systems measurements to the systems life predictions application of technology to learning systems .']","Dr. Ranson's research and interests include scale invariant computer vision applications
                                    to the measurement of mechanical systems, mathematical modeling of mechanical systems
                                    measurements to the systems life predictions application of technology to learning
                                    systems.","[""systems"",""mechanical"",""life"",""interests"",""computer""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/ranson_bill.php,,,,,,
222,"Regalbuto, John R.","Professor, Chemical Engineering",Faculty,"['Swearingen Engineering CenterRoom 3C13301 Main StreetColumbia , SC 29208Ph . D . , University of Notre Dame , 1986 . M . S . , University of Notre Dame , 1983 .']",,"[""university"",""dame"",""notre""]",https://www.sc.edu/study/colleges_schools/engineering_and_computing/faculty-staff/regalbutojohn.php,,,,,,
